instance,algorithm,encoding,fitness_func,run,cover_size,is_valid,fitness,time_sec
large_100nodes,SA,EdgeCentricEncoding,LinearSoftPenalty,2,80,False,-86.0,1.0622262954711914
large_100nodes,TS,EdgeCentricEncoding,LinearSoftPenalty,2,85,True,-85.0,19.364309549331665
large_100nodes,GA,EdgeCentricEncoding,AdaptiveEdgeWeighting,2,81,False,-83.0,9.449963331222534
large_100nodes,SA,EdgeCentricEncoding,AdaptiveEdgeWeighting,2,79,False,-84.0,1.0546741485595703
large_100nodes,TS,EdgeCentricEncoding,AdaptiveEdgeWeighting,2,79,False,-85.0,18.517780303955078
large_100nodes,GA,EdgeCentricEncoding,RepairBasedFitness,2,78,False,-83.0,9.431155920028687
large_100nodes,SA,EdgeCentricEncoding,RepairBasedFitness,2,77,False,-85.0,1.0616607666015625
large_100nodes,TS,EdgeCentricEncoding,RepairBasedFitness,2,78,False,-85.0,19.833606481552124
large_100nodes,GA,BinaryEncoding,LinearSoftPenalty,3,80,False,-89.6,1.7629122734069824
large_100nodes,SA,BinaryEncoding,LinearSoftPenalty,3,80,False,-86.0,0.2354414463043213
large_100nodes,TS,BinaryEncoding,LinearSoftPenalty,3,77,True,-77.0,0.5643396377563477
large_100nodes,GA,BinaryEncoding,AdaptiveEdgeWeighting,3,86,False,-91.0,1.8716027736663818
large_100nodes,SA,BinaryEncoding,AdaptiveEdgeWeighting,3,79,False,-83.0,0.24832963943481445
large_100nodes,TS,BinaryEncoding,AdaptiveEdgeWeighting,3,78,False,-80.0,0.6666049957275391
large_100nodes,GA,BinaryEncoding,RepairBasedFitness,3,41,False,-79.0,2.419161081314087
large_100nodes,SA,BinaryEncoding,RepairBasedFitness,3,48,False,-80.0,0.302156925201416
large_100nodes,TS,BinaryEncoding,RepairBasedFitness,3,42,False,-80.0,0.6505355834960938
large_100nodes,GA,SetEncoding,LinearSoftPenalty,3,81,True,-81.0,1.2100613117218018
large_100nodes,SA,SetEncoding,LinearSoftPenalty,3,86,False,-87.2,0.21309447288513184
large_100nodes,TS,SetEncoding,LinearSoftPenalty,3,77,True,-77.0,0.40973973274230957
large_100nodes,GA,SetEncoding,AdaptiveEdgeWeighting,3,83,False,-84.0,1.375213384628296
large_100nodes,SA,SetEncoding,AdaptiveEdgeWeighting,3,89,True,-89.0,0.23479413986206055
large_100nodes,TS,SetEncoding,AdaptiveEdgeWeighting,3,75,False,-77.0,0.5125279426574707
